"Initial_Coral","Fishing_Pressure","Final_Coral","alphaT","alphaM"
0,0,0.710414280526621,0.2,0.2
0.02,0,0.710414280526621,0.2,0.2
0.04,0,0.710414280526621,0.2,0.2
0.06,0,0.710414280526621,0.2,0.2
0.08,0,0.710414280526621,0.2,0.2
0.1,0,0.710414280526621,0.2,0.2
0.12,0,0.710414280526621,0.2,0.2
0.14,0,0.710414280526621,0.2,0.2
0.16,0,0.710414280526621,0.2,0.2
0.18,0,0.710414280526621,0.2,0.2
0.2,0,0.710414280526621,0.2,0.2
0.22,0,0.710414280526621,0.2,0.2
0.24,0,0.710414280526621,0.2,0.2
0.26,0,0.710414280526621,0.2,0.2
0.28,0,0.710414280526621,0.2,0.2
0.3,0,0.710414280526621,0.2,0.2
0.32,0,0.710414280526621,0.2,0.2
0.34,0,0.710414280526621,0.2,0.2
0.36,0,0.710414280526621,0.2,0.2
0.38,0,0.710414280526621,0.2,0.2
0.4,0,0.710414280526621,0.2,0.2
0.42,0,0.710414280526621,0.2,0.2
0.44,0,0.710414280526621,0.2,0.2
0.46,0,0.710414280526621,0.2,0.2
0.48,0,0.710414280526621,0.2,0.2
0.5,0,0.710414280526621,0.2,0.2
0.52,0,0.710414280526621,0.2,0.2
0.54,0,0.710414280526621,0.2,0.2
0.56,0,0.710414280526621,0.2,0.2
0.58,0,0.710414280526621,0.2,0.2
0.6,0,0.710414280526621,0.2,0.2
0.62,0,0.710414280526621,0.2,0.2
0.64,0,0.710414280526621,0.2,0.2
0.66,0,0.710414280526621,0.2,0.2
0.68,0,0.710414280526621,0.2,0.2
0.7,0,0.710414280526621,0.2,0.2
0.72,0,0.710414280526621,0.2,0.2
0.74,0,0.710414280526621,0.2,0.2
0.76,0,0.710414280526621,0.2,0.2
0.78,0,0.710414280526621,0.2,0.2
0.8,0,0.710414280526621,0.2,0.2
0.82,0,0.710414280526626,0.2,0.2
0.84,0,0.710414280526626,0.2,0.2
0,0.02,0.709651378542541,0.2,0.2
0.02,0.02,0.709651378542541,0.2,0.2
0.04,0.02,0.709651378542541,0.2,0.2
0.06,0.02,0.709651378542541,0.2,0.2
0.08,0.02,0.709651378542541,0.2,0.2
0.1,0.02,0.709651378542541,0.2,0.2
0.12,0.02,0.709651378542541,0.2,0.2
0.14,0.02,0.709651378542541,0.2,0.2
0.16,0.02,0.709651378542541,0.2,0.2
0.18,0.02,0.709651378542541,0.2,0.2
0.2,0.02,0.709651378542541,0.2,0.2
0.22,0.02,0.709651378542541,0.2,0.2
0.24,0.02,0.709651378542541,0.2,0.2
0.26,0.02,0.709651378542541,0.2,0.2
0.28,0.02,0.709651378542541,0.2,0.2
0.3,0.02,0.709651378542541,0.2,0.2
0.32,0.02,0.709651378542541,0.2,0.2
0.34,0.02,0.709651378542541,0.2,0.2
0.36,0.02,0.709651378542541,0.2,0.2
0.38,0.02,0.709651378542541,0.2,0.2
0.4,0.02,0.709651378542541,0.2,0.2
0.42,0.02,0.709651378542541,0.2,0.2
0.44,0.02,0.709651378542541,0.2,0.2
0.46,0.02,0.709651378542541,0.2,0.2
0.48,0.02,0.709651378542541,0.2,0.2
0.5,0.02,0.709651378542541,0.2,0.2
0.52,0.02,0.709651378542541,0.2,0.2
0.54,0.02,0.709651378542541,0.2,0.2
0.56,0.02,0.709651378542541,0.2,0.2
0.58,0.02,0.709651378542541,0.2,0.2
0.6,0.02,0.709651378542541,0.2,0.2
0.62,0.02,0.709651378542541,0.2,0.2
0.64,0.02,0.709651378542541,0.2,0.2
0.66,0.02,0.709651378542541,0.2,0.2
0.68,0.02,0.709651378542541,0.2,0.2
0.7,0.02,0.709651378542541,0.2,0.2
0.72,0.02,0.709651378542541,0.2,0.2
0.74,0.02,0.709651378542541,0.2,0.2
0.76,0.02,0.709651378542541,0.2,0.2
0.78,0.02,0.709651378542541,0.2,0.2
0.8,0.02,0.709651378542541,0.2,0.2
0.82,0.02,0.709651378542545,0.2,0.2
0.84,0.02,0.709651378542545,0.2,0.2
0,0.04,0.176593211463413,0.2,0.2
0.02,0.04,0.176615661371861,0.2,0.2
0.04,0.04,0.176648879912215,0.2,0.2
0.06,0.04,0.176702635891154,0.2,0.2
0.08,0.04,0.176803222585422,0.2,0.2
0.1,0.04,0.177052773871275,0.2,0.2
0.12,0.04,0.178552676126484,0.2,0.2
0.14,0.04,0.708818964340314,0.2,0.2
0.16,0.04,0.708818964340314,0.2,0.2
0.18,0.04,0.708818964340314,0.2,0.2
0.2,0.04,0.708818964340314,0.2,0.2
0.22,0.04,0.708818964340314,0.2,0.2
0.24,0.04,0.708818964340314,0.2,0.2
0.26,0.04,0.708818964340314,0.2,0.2
0.28,0.04,0.708818964340314,0.2,0.2
0.3,0.04,0.708818964340314,0.2,0.2
0.32,0.04,0.708818964340314,0.2,0.2
0.34,0.04,0.708818964340314,0.2,0.2
0.36,0.04,0.708818964340314,0.2,0.2
0.38,0.04,0.708818964340314,0.2,0.2
0.4,0.04,0.708818964340314,0.2,0.2
0.42,0.04,0.708818964340314,0.2,0.2
0.44,0.04,0.708818964340314,0.2,0.2
0.46,0.04,0.708818964340314,0.2,0.2
0.48,0.04,0.708818964340314,0.2,0.2
0.5,0.04,0.708818964340314,0.2,0.2
0.52,0.04,0.708818964340314,0.2,0.2
0.54,0.04,0.708818964340314,0.2,0.2
0.56,0.04,0.708818964340314,0.2,0.2
0.58,0.04,0.708818964340314,0.2,0.2
0.6,0.04,0.708818964340314,0.2,0.2
0.62,0.04,0.708818964340314,0.2,0.2
0.64,0.04,0.708818964340314,0.2,0.2
0.66,0.04,0.708818964340314,0.2,0.2
0.68,0.04,0.708818964340314,0.2,0.2
0.7,0.04,0.708818964340314,0.2,0.2
0.72,0.04,0.708818964340314,0.2,0.2
0.74,0.04,0.708818964340314,0.2,0.2
0.76,0.04,0.708818964340314,0.2,0.2
0.78,0.04,0.708818964340314,0.2,0.2
0.8,0.04,0.708818964340314,0.2,0.2
0.82,0.04,0.708818964340319,0.2,0.2
0.84,0.04,0.708818964340319,0.2,0.2
0,0.06,0.145936315283646,0.2,0.2
0.02,0.06,0.145936332654573,0.2,0.2
0.04,0.06,0.145936355796186,0.2,0.2
0.06,0.06,0.145936387983569,0.2,0.2
0.08,0.06,0.145936435452958,0.2,0.2
0.1,0.06,0.145936511632069,0.2,0.2
0.12,0.06,0.145936651333877,0.2,0.2
0.14,0.06,0.145936979018262,0.2,0.2
0.16,0.06,0.145938452798383,0.2,0.2
0.18,0.06,0.70790663082689,0.2,0.2
0.2,0.06,0.70790663082689,0.2,0.2
0.22,0.06,0.70790663082689,0.2,0.2
0.24,0.06,0.70790663082689,0.2,0.2
0.26,0.06,0.70790663082689,0.2,0.2
0.28,0.06,0.70790663082689,0.2,0.2
0.3,0.06,0.70790663082689,0.2,0.2
0.32,0.06,0.70790663082689,0.2,0.2
0.34,0.06,0.70790663082689,0.2,0.2
0.36,0.06,0.70790663082689,0.2,0.2
0.38,0.06,0.70790663082689,0.2,0.2
0.4,0.06,0.70790663082689,0.2,0.2
0.42,0.06,0.70790663082689,0.2,0.2
0.44,0.06,0.70790663082689,0.2,0.2
0.46,0.06,0.70790663082689,0.2,0.2
0.48,0.06,0.70790663082689,0.2,0.2
0.5,0.06,0.70790663082689,0.2,0.2
0.52,0.06,0.70790663082689,0.2,0.2
0.54,0.06,0.70790663082689,0.2,0.2
0.56,0.06,0.70790663082689,0.2,0.2
0.58,0.06,0.70790663082689,0.2,0.2
0.6,0.06,0.70790663082689,0.2,0.2
0.62,0.06,0.70790663082689,0.2,0.2
0.64,0.06,0.70790663082689,0.2,0.2
0.66,0.06,0.70790663082689,0.2,0.2
0.68,0.06,0.70790663082689,0.2,0.2
0.7,0.06,0.70790663082689,0.2,0.2
0.72,0.06,0.70790663082689,0.2,0.2
0.74,0.06,0.70790663082689,0.2,0.2
0.76,0.06,0.70790663082689,0.2,0.2
0.78,0.06,0.70790663082689,0.2,0.2
0.8,0.06,0.70790663082689,0.2,0.2
0.82,0.06,0.707906630826894,0.2,0.2
0.84,0.06,0.707906630826894,0.2,0.2
0,0.08,0.130237868288049,0.2,0.2
0.02,0.08,0.130237868442277,0.2,0.2
0.04,0.08,0.130237868639198,0.2,0.2
0.06,0.08,0.130237868898275,0.2,0.2
0.08,0.08,0.130237869252433,0.2,0.2
0.1,0.08,0.130237869768118,0.2,0.2
0.12,0.08,0.130237870548154,0.2,0.2
0.14,0.08,0.13023787191363,0.2,0.2
0.16,0.08,0.130237874668013,0.2,0.2
0.18,0.08,0.130237882973112,0.2,0.2
0.2,0.08,0.130238016693112,0.2,0.2
0.22,0.08,0.706901687044774,0.2,0.2
0.24,0.08,0.706901687044774,0.2,0.2
0.26,0.08,0.706901687044774,0.2,0.2
0.28,0.08,0.706901687044774,0.2,0.2
0.3,0.08,0.706901687044774,0.2,0.2
0.32,0.08,0.706901687044774,0.2,0.2
0.34,0.08,0.706901687044774,0.2,0.2
0.36,0.08,0.706901687044774,0.2,0.2
0.38,0.08,0.706901687044774,0.2,0.2
0.4,0.08,0.706901687044774,0.2,0.2
0.42,0.08,0.706901687044774,0.2,0.2
0.44,0.08,0.706901687044774,0.2,0.2
0.46,0.08,0.706901687044774,0.2,0.2
0.48,0.08,0.706901687044774,0.2,0.2
0.5,0.08,0.706901687044774,0.2,0.2
0.52,0.08,0.706901687044774,0.2,0.2
0.54,0.08,0.706901687044774,0.2,0.2
0.56,0.08,0.706901687044774,0.2,0.2
0.58,0.08,0.706901687044774,0.2,0.2
0.6,0.08,0.706901687044774,0.2,0.2
0.62,0.08,0.706901687044774,0.2,0.2
