Initial_Coral,Fishing_Pressure,Final_Coral,alphaT,alphaM
0,0,0.7109475032655314,0.1,0.1
0.02,0,0.7109475032655314,0.1,0.1
0.04,0,0.7109475032655314,0.1,0.1
0.06,0,0.7109475032655314,0.1,0.1
0.08,0,0.7109475032655314,0.1,0.1
0.1,0,0.7109475032655314,0.1,0.1
0.12,0,0.7109475032655314,0.1,0.1
0.14,0,0.7109475032655314,0.1,0.1
0.16,0,0.7109475032655314,0.1,0.1
0.18,0,0.7109475032655314,0.1,0.1
0.2,0,0.7109475032655314,0.1,0.1
0.22,0,0.7109475032655314,0.1,0.1
0.24,0,0.7109475032655314,0.1,0.1
0.26,0,0.7109475032655314,0.1,0.1
0.28,0,0.7109475032655314,0.1,0.1
0.3,0,0.7109475032655314,0.1,0.1
0.32,0,0.7109475032655314,0.1,0.1
0.34,0,0.7109475032655314,0.1,0.1
0.36,0,0.7109475032655314,0.1,0.1
0.38,0,0.7109475032655314,0.1,0.1
0.4,0,0.7109475032655314,0.1,0.1
0.42,0,0.7109475032655314,0.1,0.1
0.44,0,0.7109475032655314,0.1,0.1
0.46,0,0.7109475032655314,0.1,0.1
0.48,0,0.7109475032655314,0.1,0.1
0.5,0,0.7109475032655314,0.1,0.1
0.52,0,0.7109475032655314,0.1,0.1
0.54,0,0.7109475032655314,0.1,0.1
0.56,0,0.7109475032655314,0.1,0.1
0.58,0,0.7109475032655314,0.1,0.1
0.6,0,0.7109475032655314,0.1,0.1
0.62,0,0.7109475032655314,0.1,0.1
0.64,0,0.7109475032655314,0.1,0.1
0.66,0,0.7109475032655314,0.1,0.1
0.68,0,0.7109475032655314,0.1,0.1
0.7000000000000001,0,0.7109475032655314,0.1,0.1
0.72,0,0.7109475032655314,0.1,0.1
0.74,0,0.7109475032655314,0.1,0.1
0.76,0,0.7109475032655314,0.1,0.1
0.78,0,0.7109475032655314,0.1,0.1
0.8,0,0.7109475032655314,0.1,0.1
0.8200000000000001,0,0.7109475032655358,0.1,0.1
0.84,0,0.7109475032655358,0.1,0.1
0,0.02,0.710211116944996,0.1,0.1
0.02,0.02,0.710211116944996,0.1,0.1
0.04,0.02,0.710211116944996,0.1,0.1
0.06,0.02,0.710211116944996,0.1,0.1
0.08,0.02,0.710211116944996,0.1,0.1
0.1,0.02,0.710211116944996,0.1,0.1
0.12,0.02,0.710211116944996,0.1,0.1
0.14,0.02,0.710211116944996,0.1,0.1
0.16,0.02,0.710211116944996,0.1,0.1
0.18,0.02,0.710211116944996,0.1,0.1
0.2,0.02,0.710211116944996,0.1,0.1
0.22,0.02,0.710211116944996,0.1,0.1
0.24,0.02,0.710211116944996,0.1,0.1
0.26,0.02,0.710211116944996,0.1,0.1
0.28,0.02,0.710211116944996,0.1,0.1
0.3,0.02,0.710211116944996,0.1,0.1
0.32,0.02,0.710211116944996,0.1,0.1
0.34,0.02,0.710211116944996,0.1,0.1
0.36,0.02,0.710211116944996,0.1,0.1
0.38,0.02,0.710211116944996,0.1,0.1
0.4,0.02,0.710211116944996,0.1,0.1
0.42,0.02,0.710211116944996,0.1,0.1
0.44,0.02,0.710211116944996,0.1,0.1
0.46,0.02,0.710211116944996,0.1,0.1
0.48,0.02,0.710211116944996,0.1,0.1
0.5,0.02,0.710211116944996,0.1,0.1
0.52,0.02,0.710211116944996,0.1,0.1
0.54,0.02,0.710211116944996,0.1,0.1
0.56,0.02,0.710211116944996,0.1,0.1
0.58,0.02,0.710211116944996,0.1,0.1
0.6,0.02,0.710211116944996,0.1,0.1
0.62,0.02,0.710211116944996,0.1,0.1
0.64,0.02,0.710211116944996,0.1,0.1
0.66,0.02,0.710211116944996,0.1,0.1
0.68,0.02,0.710211116944996,0.1,0.1
0.7000000000000001,0.02,0.710211116944996,0.1,0.1
0.72,0.02,0.710211116944996,0.1,0.1
0.74,0.02,0.710211116944996,0.1,0.1
0.76,0.02,0.710211116944996,0.1,0.1
0.78,0.02,0.710211116944996,0.1,0.1
0.8,0.02,0.710211116944996,0.1,0.1
0.8200000000000001,0.02,0.7102111169450005,0.1,0.1
0.84,0.02,0.7102111169450005,0.1,0.1
0,0.04,0.7094082145022327,0.1,0.1
