"Initial_Coral","Fishing_Pressure","Final_Coral","iT","iC"
0,0,0,0.3,0
0.02,0,2.43521108914098e-24,0.3,0
0.04,0,5.11997567113017e-24,0.3,0
0.06,0,8.08381311616453e-24,0.3,0
0.08,0,1.13594588503915e-23,0.3,0
0.1,0,1.49830195997772e-23,0.3,0
0.12,0,1.89940525151561e-23,0.3,0
0.14,0,2.34355262063998e-23,0.3,0
0.16,0,2.83536247984227e-23,0.3,0
0.18,0,3.37973401950801e-23,0.3,0
0.2,0,3.98177843020593e-23,0.3,0
0.22,0,4.64671834403095e-23,0.3,0
0.24,0,5.3797488177878e-23,0.3,0
0.26,0,6.1858559583807e-23,0.3,0
0.28,0,7.06959670194282e-23,0.3,0
0.3,0,8.03484459425505e-23,0.3,0
0.32,0,9.08449964278065e-23,0.3,0
0.34,0,1.02202071352108e-22,0.3,0
0.36,0,1.14420809729696e-22,0.3,0
0.38,0,1.39461377748175e-22,0.3,0
0.4,0,1.41358392394522e-22,0.3,0
0.42,0,1.55986467206775e-22,0.3,0
0.44,0,1.71294786038458e-22,0.3,0
0.46,0,1.87191982049526e-22,0.3,0
0.48,0,2.03572539706796e-22,0.3,0
0.5,0,2.20320632330326e-22,0.3,0
0.52,0,2.37314528786958e-22,0.3,0
0.54,0,2.5443119969966e-22,0.3,0
0.56,0,2.7155050816886e-22,0.3,0
0.58,0,2.88559168212142e-22,0.3,0
0.6,0,3.05353646712373e-22,0.3,0
0.62,0,3.21842366034075e-22,0.3,0
0.64,0,3.37946965657683e-22,0.3,0
0.66,0,3.53602797473728e-22,0.3,0
0.68,0,3.68758693756269e-22,0.3,0
0.7,0,3.83376272679872e-22,0.3,0
0.72,0,3.97428842257033e-22,0.3,0
0.74,0,4.10900101639803e-22,0.3,0
0.76,0,4.23782730771191e-22,0.3,0
0.78,0,4.36077048377301e-22,0.3,0
0.8,0,4.47789529693747e-22,0.3,0
0.82,0,4.5893166575609e-22,0.3,0
0.84,0,4.69518803651847e-22,0.3,0
0,0.02,0,0.3,0
0.02,0.02,7.67897868849922e-25,0.3,0
0.04,0.02,1.61220072448711e-24,0.3,0
0.06,0.02,2.54166531091768e-24,0.3,0
0.08,0.02,3.56595910846824e-24,0.3,0
0.1,0.02,4.6956968499848e-24,0.3,0
0.12,0.02,5.94245353696447e-24,0.3,0
0.14,0.02,7.31874504354706e-24,0.3,0
0.16,0.02,8.83796200452056e-24,0.3,0
0.18,0.02,1.05142448639704e-23,0.3,0
0.2,0.02,1.23622842924634e-23,0.3,0
0.22,0.02,1.43970314209111e-23,0.3,0
0.24,0.02,1.66333045201134e-23,0.3,0
0.26,0.02,1.90852900882907e-23,0.3,0
0.28,0.02,2.17659274495754e-23,0.3,0
0.3,0.02,2.46862085955748e-23,0.3,0
0.32,0.02,2.78543983259617e-23,0.3,0
0.34,0.02,3.12752511272781e-23,0.3,0
0.36,0.02,3.49492539199885e-23,0.3,0
0.38,0.02,3.88719976697685e-23,0.3,0
0.4,0.02,4.30337291139091e-23,0.3,0
0.42,0.02,4.74191817462923e-23,0.3,0
0.44,0.02,5.20076980054527e-23,0.3,0
0.46,0.02,5.6773696521253e-23,0.3,0
0.48,0.02,6.16874377087501e-23,0.3,0
0.5,0.02,6.67160472244501e-23,0.3,0
0.52,0.02,7.18247097694712e-23,0.3,0
0.54,0.02,7.69778947387338e-23,0.3,0
0.56,0.02,8.2140624853212e-23,0.3,0
0.58,0.02,8.72795316849443e-23,0.3,0
0.6,0.02,9.23637806576188e-23,0.3,0
0.62,0.02,9.73657416464599e-23,0.3,0
0.64,0.02,1.02261419291913e-22,0.3,0
0.66,0.02,1.07030673349578e-22,0.3,0
0.68,0.02,1.11657226378235e-22,0.3,0
0.7,0.02,1.16128515612484e-22,0.3,0
0.72,0.02,1.20435439553477e-22,0.3,0
0.74,0.02,1.24572003474162e-22,0.3,0
0.76,0.02,1.28534959054205e-22,0.3,0
0.78,0.02,1.3232339489647e-22,0.3,0
0.8,0.02,1.3593835833375e-22,0.3,0
0.82,0.02,1.39382503829139e-22,0.3,0
0.84,0.02,1.42659726593797e-22,0.3,0
0,0.04,0,0.3,0
0.02,0.04,2.41962965452274e-25,0.3,0
0.04,0.04,5.07306133904542e-25,0.3,0
0.06,0.04,7.98627138853057e-25,0.3,0
0.08,0.04,1.11878186911132e-24,0.3,0
0.1,0.04,1.47089225681324e-24,0.3,0
0.12,0.04,1.85834802837719e-24,0.3,0
0.14,0.04,2.28479829358255e-24,0.3,0
0.16,0.04,2.75413025637277e-24,0.3,0
0.18,0.04,3.2704321017971e-24,0.3,0
0.2,0.04,3.83793354474154e-24,0.3,0
0.22,0.04,4.46092380261245e-24,0.3,0
0.24,0.04,5.14364074712389e-24,0.3,0
0.26,0.04,5.89013004718374e-24,0.3,0
0.28,0.04,6.70407775211264e-24,0.3,0
0.3,0.04,7.58861399227889e-24,0.3,0
0.32,0.04,8.54610108510663e-24,0.3,0
0.34,0.04,9.57792308397491e-24,0.3,0
0.36,0.04,1.06842613708045e-23,0.3,0
0.38,0.04,1.18639378611281e-23,0.3,0
0.4,0.04,1.44898657717362e-23,0.3,0
0.42,0.04,1.44310454487972e-23,0.3,0
