Initial_Coral,Fishing_Pressure,Final_Coral
0,0,0.7040120259247797
0.01,0,0.7040120259247797
0.02,0,0.7040120259247797
0.03,0,0.7040120259247797
0.04,0,0.7040120259247797
0.05,0,0.7040120259247797
0.06,0,0.7040120259247797
0.07,0,0.7040120259247797
0.08,0,0.7040120259247797
0.09,0,0.7040120259247797
0.1,0,0.7040120259247797
0.11,0,0.7040120259247797
0.12,0,0.7040120259247797
0.13,0,0.7040120259247797
0.14,0,0.7040120259247797
0.15,0,0.7040120259247797
0.16,0,0.7040120259247797
0.17,0,0.7040120259247797
0.18,0,0.7040120259247797
0.19,0,0.7040120259247797
0.2,0,0.7040120259247797
0.21,0,0.7040120259247797
0.22,0,0.7040120259247797
0.23,0,0.7040120259247797
0.24,0,0.7040120259247797
0.25,0,0.7040120259247797
0.26,0,0.7040120259247797
0.27,0,0.7040120259247797
0.28,0,0.7040120259247797
0.29,0,0.7040120259247797
0.3,0,0.7040120259247797
0.31,0,0.7040120259247797
0.32,0,0.7040120259247797
0.33,0,0.7040120259247797
0.34,0,0.7040120259247797
0.35000000000000003,0,0.7040120259247797
0.36,0,0.7040120259247797
0.37,0,0.7040120259247797
0.38,0,0.7040120259247797
0.39,0,0.7040120259247797
0.4,0,0.7040120259247797
0.41000000000000003,0,0.7040120259247797
0.42,0,0.7040120259247797
0.43,0,0.7040120259247797
0.44,0,0.7040120259247797
0.45,0,0.7040120259247797
0.46,0,0.7040120259247797
0.47000000000000003,0,0.7040120259247797
0.48,0,0.7040120259247797
0.49,0,0.7040120259247797
0.5,0,0.7040120259247797
0.51,0,0.7040120259247797
0.52,0,0.7040120259247797
0.53,0,0.7040120259247797
0.54,0,0.7040120259247797
0.55,0,0.7040120259247797
0.56,0,0.7040120259247797
0.5700000000000001,0,0.7040120259247797
0.58,0,0.7040120259247797
0.59,0,0.7040120259247797
0.6,0,0.7040120259247797
0.61,0,0.7040120259247797
0.62,0,0.7040120259247797
0.63,0,0.7040120259247797
0.64,0,0.7040120259247797
0.65,0,0.7040120259247797
0.66,0,0.7040120259247797
0.67,0,0.7040120259247797
0.68,0,0.7040120259247797
0.6900000000000001,0,0.7040120259247797
0.7000000000000001,0,0.7040120259247797
0.71,0,0.7040120259247797
0.72,0,0.7040120259247797
0.73,0,0.7040120259247797
0.74,0,0.7040120259247797
0.75,0,0.7040120259247797
0.76,0,0.7040120259247842
0.77,0,0.7040120259247842
0.78,0,0.7040120259247842
0.79,0,0.7040120259247842
0.8,0,0.7040120259247842
0.81,0,0.7040120259247842
0.8200000000000001,0,0.7040120259247842
0.8300000000000001,0,0.7040120259247842
0.84,0,0.7040120259247842
0.85,0,0.7040120259247842
0,0.01,0.7036452076107548
0.01,0.01,0.7036452076107548
0.02,0.01,0.7036452076107548
0.03,0.01,0.7036452076107548
0.04,0.01,0.7036452076107548
0.05,0.01,0.7036452076107548
0.06,0.01,0.7036452076107548
0.07,0.01,0.7036452076107548
0.08,0.01,0.7036452076107548
0.09,0.01,0.7036452076107548
0.1,0.01,0.7036452076107548
0.11,0.01,0.7036452076107548
0.12,0.01,0.7036452076107548
0.13,0.01,0.7036452076107548
0.14,0.01,0.7036452076107548
0.15,0.01,0.7036452076107548
0.16,0.01,0.7036452076107548
0.17,0.01,0.7036452076107548
0.18,0.01,0.7036452076107548
0.19,0.01,0.7036452076107548
0.2,0.01,0.7036452076107548
0.21,0.01,0.7036452076107548
0.22,0.01,0.7036452076107548
0.23,0.01,0.7036452076107548
0.24,0.01,0.7036452076107548
0.25,0.01,0.7036452076107548
0.26,0.01,0.7036452076107548
0.27,0.01,0.7036452076107548
0.28,0.01,0.7036452076107548
0.29,0.01,0.7036452076107548
0.3,0.01,0.7036452076107548
0.31,0.01,0.7036452076107548
