Initial_Coral,Fishing_Pressure,Final_Coral
0,0,0.7159416994399067
0.01,0,0.7159416994399067
0.02,0,0.7159416994399067
0.03,0,0.7159416994399067
0.04,0,0.7159416994399067
0.05,0,0.7159416994399067
0.06,0,0.7159416994399067
0.07,0,0.7159416994399067
0.08,0,0.7159416994399067
0.09,0,0.7159416994399067
0.1,0,0.7159416994399067
0.11,0,0.7159416994399067
0.12,0,0.7159416994399067
0.13,0,0.7159416994399067
0.14,0,0.7159416994399067
0.15,0,0.7159416994399067
0.16,0,0.7159416994399067
0.17,0,0.7159416994399067
0.18,0,0.7159416994399067
0.19,0,0.7159416994399067
0.2,0,0.7159416994399067
0.21,0,0.7159416994399067
0.22,0,0.7159416994399067
0.23,0,0.7159416994399067
0.24,0,0.7159416994399067
0.25,0,0.7159416994399067
0.26,0,0.7159416994399067
0.27,0,0.7159416994399067
0.28,0,0.7159416994399067
0.29,0,0.7159416994399067
0.3,0,0.7159416994399067
0.31,0,0.7159416994399067
0.32,0,0.7159416994399067
0.33,0,0.7159416994399067
0.34,0,0.7159416994399067
0.35000000000000003,0,0.7159416994399067
0.36,0,0.7159416994399067
0.37,0,0.7159416994399067
0.38,0,0.7159416994399067
0.39,0,0.7159416994399067
0.4,0,0.7159416994399067
0.41000000000000003,0,0.7159416994399067
0.42,0,0.7159416994399067
0.43,0,0.7159416994399067
0.44,0,0.7159416994399067
0.45,0,0.7159416994399067
0.46,0,0.7159416994399067
0.47000000000000003,0,0.7159416994399067
0.48,0,0.7159416994399067
0.49,0,0.7159416994399067
0.5,0,0.7159416994399067
0.51,0,0.7159416994399067
0.52,0,0.7159416994399067
0.53,0,0.7159416994399067
0.54,0,0.7159416994399067
0.55,0,0.7159416994399067
0.56,0,0.7159416994399067
0.5700000000000001,0,0.7159416994399067
0.58,0,0.7159416994399067
0.59,0,0.7159416994399067
0.6,0,0.7159416994399067
0.61,0,0.7159416994399067
0.62,0,0.7159416994399067
0.63,0,0.7159416994399067
0.64,0,0.7159416994399067
0.65,0,0.7159416994399067
0.66,0,0.7159416994399067
0.67,0,0.7159416994399067
0.68,0,0.7159416994399067
0.6900000000000001,0,0.7159416994399067
0.7000000000000001,0,0.7159416994399067
0.71,0,0.7159416994399067
0.72,0,0.7159416994399067
0.73,0,0.7159416994399067
0.74,0,0.7159416994399067
0.75,0,0.7159416994399067
0.76,0,0.7159416994399067
0.77,0,0.7159416994399108
0.78,0,0.7159416994399108
0.79,0,0.7159416994399108
0.8,0,0.7159416994399108
0.81,0,0.7159416994399108
0.8200000000000001,0,0.7159416994399108
0.8300000000000001,0,0.7159416994399108
0.84,0,0.7159416994399108
0.85,0,0.7159416994399108
0,0.01,0.7157716953254689
0.01,0.01,0.7157716953254689
0.02,0.01,0.7157716953254689
0.03,0.01,0.7157716953254689
0.04,0.01,0.7157716953254689
0.05,0.01,0.7157716953254689
0.06,0.01,0.7157716953254689
0.07,0.01,0.7157716953254689
0.08,0.01,0.7157716953254689
0.09,0.01,0.7157716953254689
0.1,0.01,0.7157716953254689
0.11,0.01,0.7157716953254689
0.12,0.01,0.7157716953254689
0.13,0.01,0.7157716953254689
0.14,0.01,0.7157716953254689
0.15,0.01,0.7157716953254689
0.16,0.01,0.7157716953254689
0.17,0.01,0.7157716953254689
0.18,0.01,0.7157716953254689
0.19,0.01,0.7157716953254689
0.2,0.01,0.7157716953254689
0.21,0.01,0.7157716953254689
0.22,0.01,0.7157716953254689
0.23,0.01,0.7157716953254689
0.24,0.01,0.7157716953254689
0.25,0.01,0.7157716953254689
0.26,0.01,0.7157716953254689
0.27,0.01,0.7157716953254689
0.28,0.01,0.7157716953254689
0.29,0.01,0.7157716953254689
0.3,0.01,0.7157716953254689
0.31,0.01,0.7157716953254689
0.32,0.01,0.7157716953254689
0.33,0.01,0.7157716953254689
0.34,0.01,0.7157716953254689
0.35000000000000003,0.01,0.7157716953254689
0.36,0.01,0.7157716953254689
0.37,0.01,0.7157716953254689
0.38,0.01,0.7157716953254689
0.39,0.01,0.7157716953254689
0.4,0.01,0.7157716953254689
0.41000000000000003,0.01,0.7157716953254689
0.42,0.01,0.7157716953254689
0.43,0.01,0.7157716953254689
0.44,0.01,0.7157716953254689
0.45,0.01,0.7157716953254689
0.46,0.01,0.7157716953254689
0.47000000000000003,0.01,0.7157716953254689
0.48,0.01,0.7157716953254689
0.49,0.01,0.7157716953254689
0.5,0.01,0.7157716953254689
0.51,0.01,0.7157716953254689
0.52,0.01,0.7157716953254689
0.53,0.01,0.7157716953254689
0.54,0.01,0.7157716953254689
0.55,0.01,0.7157716953254689
0.56,0.01,0.7157716953254689
0.5700000000000001,0.01,0.7157716953254689
0.58,0.01,0.7157716953254689
0.59,0.01,0.7157716953254689
0.6,0.01,0.7157716953254689
0.61,0.01,0.7157716953254689
0.62,0.01,0.7157716953254689
0.63,0.01,0.7157716953254689
0.64,0.01,0.7157716953254689
0.65,0.01,0.7157716953254689
0.66,0.01,0.7157716953254689
0.67,0.01,0.7157716953254689
0.68,0.01,0.7157716953254689
0.6900000000000001,0.01,0.7157716953254689
0.7000000000000001,0.01,0.7157716953254689
0.71,0.01,0.7157716953254689
0.72,0.01,0.7157716953254689
0.73,0.01,0.7157716953254689
0.74,0.01,0.7157716953254689
0.75,0.01,0.7157716953254689
0.76,0.01,0.7157716953254689
0.77,0.01,0.7157716953254729
0.78,0.01,0.7157716953254729
0.79,0.01,0.7157716953254729
0.8,0.01,0.7157716953254729
0.81,0.01,0.7157716953254729
0.8200000000000001,0.01,0.7157716953254729
0.8300000000000001,0.01,0.7157716953254729
0.84,0.01,0.7157716953254729
0.85,0.01,0.7157716953254729
0,0.02,0.7155971048249959
0.01,0.02,0.7155971048249959
0.02,0.02,0.7155971048249959
0.03,0.02,0.7155971048249959
0.04,0.02,0.7155971048249959
0.05,0.02,0.7155971048249959
0.06,0.02,0.7155971048249959
0.07,0.02,0.7155971048249959
0.08,0.02,0.7155971048249959
0.09,0.02,0.7155971048249959
0.1,0.02,0.7155971048249959
0.11,0.02,0.7155971048249959
0.12,0.02,0.7155971048249959
0.13,0.02,0.7155971048249959
0.14,0.02,0.7155971048249959
0.15,0.02,0.7155971048249959
0.16,0.02,0.7155971048249959
0.17,0.02,0.7155971048249959
0.18,0.02,0.7155971048249959
0.19,0.02,0.7155971048249959
0.2,0.02,0.7155971048249959
0.21,0.02,0.7155971048249959
0.22,0.02,0.7155971048249959
0.23,0.02,0.7155971048249959
0.24,0.02,0.7155971048249959
0.25,0.02,0.7155971048249959
0.26,0.02,0.7155971048249959
0.27,0.02,0.7155971048249959
0.28,0.02,0.7155971048249959
0.29,0.02,0.7155971048249959
0.3,0.02,0.7155971048249959
0.31,0.02,0.7155971048249959
0.32,0.02,0.7155971048249959
0.33,0.02,0.7155971048249959
0.34,0.02,0.7155971048249959
0.35000000000000003,0.02,0.7155971048249959
0.36,0.02,0.7155971048249959
0.37,0.02,0.7155971048249959
0.38,0.02,0.7155971048249959
0.39,0.02,0.7155971048249959
